3280 1       420  33
2065 2       840  25
2620 3      1260  29
2925 4      1680  30
2900 5      2100  27
2990 6      2520  28
3350 7      2940  31
2975 8      3360  29
3425 9      3780  29
2940 10      4200  15
1255 11      4620  20
2045 12      5040  26
2285 13      5460  24
1985 14      5880  25
 935 15      6300  23
1320 16      6720  24
  50 17      7140  13
1900 18      7560  26
2910 19      7980  28
 975 20      8400  23
1350 21      8820  25
2685 22      9240  15
2565 23      9660  28
3435 24     10080  28
 295 25     10500  15
1445 26     10920  26
 950 27     11340  18
 435 28     11760  15
  70 29     12180  13
2070 30     12600  28
2080 31     13020  21
2510 32     13440  23
2840 33     13860  28
2500 34     14280  28
2510 35     14700  26
1280 36     15120  20
2475 37     15540  23
3345 38     15960  29
2735 39     16380  26
2660 40     16800  24
2920 41     17220  15
3305 42     17640  29
3250 43     18060  15
3345 44     18480  27
2655 45     18900  25
3405 46     19320  15
2390 47     19740  30
2895 48     20160  30
2680 49     20580  30
3550 50     21000  34
3140 51     21420  15
3025 52     21840  15
3415 53     22260  33
2535 54     22680  17
3110 55     23100  30
3010 56     23520  25
3105 57     23940  23
2920 58     24360  31
3225 59     24780  28
2880 60     25200  15
2550 61     25620  23
2190 62     26040  30
3320 63     26460  31
1575 64     26880  23
3320 65     27300  15
3065 66     27720  23
2295 67     28140  15
2225 68     28560  17
4085 69     28980  31
2890 70     29400  15
3560 71     29820  15
3165 72     30240  31
2925 73     30660  15
2410 74     31080  23
2995 75     31500  29
3130 76     31920  15
2935 77     32340  29
2120 78     32760  26
2195 79     33180  23
3055 80     33600  28
3095 81     34020  24
2390 82     34440  23
3335 83     34860  19
3480 84     35280  23
3065 85     35700  26
3860 86     36120  33
2975 87     36540  21
3210 88     36960  32
3500 89     37380  15
3265 90     37800  31
3325 91     38220  18
3280 92     38640  31
3280 93     39060  18
3450 94     39480  15
3190 95     39900  20
3355 96     40320  15
3235 97     40740  15
4070 98     41160  26
3325 99     41580  16
3285 100     42000  24
3420 101     42420  32
3170 102     42840  18
4140 103     43260  26
3345 104     43680  15
3380 105     44100  18
3365 106     44520  15
3315 107     44940  19
3415 108     45360  15
2960 109     45780  15
3285 110     46200  28
3185 111     46620  29
3380 112     47040  15
2730 113     47460  15
3140 114     47880  15
3425 115     48300  18
4020 116     48720  29
3970 117     49140  33
3265 118     49560  27
3455 119     49980  31
3835 120     50400  28
3600 121     50820  24
2990 122     51240  15
3500 123     51660  26
3145 124     52080  24
3560 125     52500  28
3740 126     52920  25
3295 127     53340  16
4280 128     53760  32
3240 129     54180  15
3620 130     54600  23
3380 131     55020  22
3195 132     55440  24
4040 133     55860  26
3050 134     56280  26
3445 135     56700  26
4145 136     57120  29
